Aztec,Canada,ambulance,bed,carrot,compound,dress,fence,field,file,kid,lawyer,light,orange,palm,post,queen,ruler,soldier,star,state,thief,wall,watch,water
0.028998480269076997,0.0,-0.07488732658623087,0.06529643756105406,0.20755106231802622,0.014008768679157776,-0.06783386773172599,-0.04383007353035397,0.206389850718394,-0.02905970733585522,,0.18475759276038117,0.0,0.10792931908167974,0.14515603558957915,0.13614606063423712,-0.02405211395554402,0.0,-0.10713702673058881,-0.025255810398149517,0.024307351157990906,0.0,-0.09533009989559998,-0.025061827748170534,0.13561851735520603
0.02868392015734805,-0.02083064063476058,0.04015150586417359,0.19987647281797905,0.11533085395036517,0.06971651237250669,0.18056906993647084,0.005155583570834992,-0.01676128062670649,0.06061347881883084,0.18475759276038117,,0.019932313123442933,0.1283385573871178,-0.003014765350314077,0.009587419494121676,-0.023578912560989998,-0.13363421816625265,0.0,-0.00023804895275840544,0.02030641002332207,0.009047648170278354,0.006756577843875124,0.11259867444601505,-0.03993365127620658
0.15059740919115158,0.0,-0.03064576482286153,0.22080525069671755,-0.009666223542748407,0.0,0.21095940312932743,-0.07770171168636661,0.025648794996485022,0.14397687089113984,0.0,0.019932313123442933,,0.06440522207789495,-0.013374811740400285,-0.002496981119733323,0.048007980517074604,0.1884456437247882,0.0,0.0,0.1250303528052376,0.014836721278183019,-0.12129422116225655,0.053555411194021456,0.05953683214524865
-0.019547415195843434,-0.056887704804966466,-0.02143074398560352,0.002065023089693379,0.08896440555667123,0.12992448879141125,0.06348639750063659,0.031302872805564354,0.0005767867935724984,-0.05940387790940986,0.10792931908167974,0.1283385573871178,0.06440522207789495,,0.0502078006904271,0.0,0.11686782146049822,-0.05701303532413538,0.22627385143684908,-0.08732326393056854,-0.008966152583771824,0.2554293572742217,0.07044925468586952,0.25568391745893115,-0.04866002382033183
0.21606163865983413,-0.03425360754413955,0.008517180915910133,0.25676560874374166,0.08900728012490448,0.15096951859876287,-0.016110994999979294,0.07633075378903897,-0.03250477477534892,0.04764303110127792,0.14515603558957915,-0.003014765350314077,-0.013374811740400285,0.0502078006904271,,-0.019001869730678664,0.10317851542254532,0.022292849327267654,0.0665943717269936,-0.14643143987865084,-0.05845836357761643,0.04361954379121563,-0.011568844083786452,0.09350817266290785,0.038196765651781976
0.0,0.09593254682786669,-0.01393922674955981,0.034170253362597186,-0.028378465430119435,-0.055053292337619575,-0.07035432684468115,0.026922134120503673,0.07839359519187801,-0.03130483792575016,0.13614606063423712,0.009587419494121676,-0.002496981119733323,0.0,-0.019001869730678664,,-0.023894368884332558,-0.002802226401691042,0.22185052685115692,-0.007851652754401164,0.049714878152861505,-0.054390759333468,-0.026803733573579083,0.0,0.06569634407345044
0.04039748422794322,0.049280666392458865,-0.0032736766096354807,0.226505563803107,-0.0382381200253668,-0.015039848881179133,0.014602031655979703,0.20571654021784097,-0.034507419476533054,0.04575498862411467,-0.02405211395554402,-0.023578912560989998,0.048007980517074604,0.11686782146049822,0.10317851542254532,-0.023894368884332558,,0.008921805464812697,-0.06601640925711118,-0.017842828248530583,-0.033826138485159446,0.08309261035121807,-0.026362084848678847,0.17839860387392956,0.009239886274754035
0.1302099786864847,-0.004344988789557183,-0.11562762246982781,-0.04394556325886001,0.007266264541634043,0.02981463719384501,0.26953614649711016,0.1426203510480162,0.047607473080302436,0.22442932385350076,0.0,-0.13363421816625265,0.1884456437247882,-0.05701303532413538,0.022292849327267654,-0.002802226401691042,0.008921805464812697,,0.030009057166631006,0.1765585431758402,-0.035601451724895414,0.0,0.10464712953210799,0.12313229074960526,-0.018931207219048386
0.14611969593588975,-0.004848988647548391,-0.01508168063010056,0.010007274479783182,0.0,0.0,0.0,0.0,-0.00876794588568741,-0.08391809535876057,-0.10713702673058881,0.0,0.0,0.22627385143684908,0.0665943717269936,0.22185052685115692,-0.06601640925711118,0.030009057166631006,,-0.01088628906873798,0.2889405982217373,-0.012378596976637965,-0.13406275457420777,0.2685266492979867,0.13430183148805827
0.11287447288006122,0.0,0.02824684382603048,0.04039818144515356,0.0,0.0,0.10653406998980343,0.0,-0.02237967564819126,-0.02711673495805572,-0.025255810398149517,-0.00023804895275840544,0.0,-0.08732326393056854,-0.14643143987865084,-0.007851652754401164,-0.017842828248530583,0.1765585431758402,-0.01088628906873798,,-0.03795497223543157,0.0989871630151692,0.09662480739538837,0.11579037515428016,0.01758931900281287
0.021219012677350685,0.09058037171633496,0.03997488774271514,0.02191489770427097,-0.03760494306213858,-0.06798830611651702,0.032937650442484,-0.058668710015255456,-0.006604229452751393,0.12087604413943656,0.024307351157990906,0.02030641002332207,0.1250303528052376,-0.008966152583771824,-0.05845836357761643,0.049714878152861505,-0.033826138485159446,-0.035601451724895414,0.2889405982217373,-0.03795497223543157,,-0.07135760908001863,0.09055894966890786,-0.02932640945574727,0.07324419880832612
0.1712044194447466,0.09434428601223778,0.0,-0.004237428473518286,-0.046058104851971586,0.07097175072318128,0.05295397521420715,0.1439255582689155,0.05712452808379718,0.08498387302960377,0.0,0.009047648170278354,0.014836721278183019,0.2554293572742217,0.04361954379121563,-0.054390759333468,0.08309261035121807,0.0,-0.012378596976637965,0.0989871630151692,-0.07135760908001863,,-0.007349404508325245,-0.05557669510692147,0.1481321224562504
0.036383875192106785,0.027122854464260913,0.21923256856206497,0.0,0.029333484198228264,0.13750456753331178,0.06114806806248462,-0.08103464297392551,0.06070377341153909,0.262861559645208,-0.09533009989559998,0.006756577843875124,-0.12129422116225655,0.07044925468586952,-0.011568844083786452,-0.026803733573579083,-0.026362084848678847,0.10464712953210799,-0.13406275457420777,0.09662480739538837,0.09055894966890786,-0.007349404508325245,,0.037993723735444324,0.04943314095313361
0.10385424772520302,0.10267224875500963,0.0,0.0,0.12652196053632891,0.15219229685966787,-0.06456223670853371,0.1662366440882616,0.11785862129764271,-0.0005657673835601991,-0.025061827748170534,0.11259867444601505,0.053555411194021456,0.25568391745893115,0.09350817266290785,0.0,0.17839860387392956,0.12313229074960526,0.2685266492979867,0.11579037515428016,-0.02932640945574727,-0.05557669510692147,0.037993723735444324,,0.25089872930925017
0.0634422916200711,0.10581205249023859,0.06193546858337247,-0.08466128374032851,0.019413422223069743,0.0037907060277340868,0.13905976440765175,0.01739519273031604,0.0,-0.032579533582622375,0.13561851735520603,-0.03993365127620658,0.05953683214524865,-0.04866002382033183,0.038196765651781976,0.06569634407345044,0.009239886274754035,-0.018931207219048386,0.13430183148805827,0.01758931900281287,0.07324419880832612,0.1481321224562504,0.04943314095313361,0.25089872930925017,
